Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2010,,-1.9679874048806019,-4.577087794432555,2.131837307152877,0.6316945893985205,0.9006550218340589,4.327833378414934,2.0222971221156296,6.07369758576875,0.023957834211773974,6.9940119760479,-7.186030893216919
2011,6.536420646406173,-4.505320353180889,10.052157420578482,9.887979319258932,0.5489119780435127,2.0471826866835725,5.98012991975544,3.9480800432666365,-1.9944502254595944,-2.477437621659878,2.268190890945382,-3.5308729595457744
2012,1.1035497517012987,-2.092050209205025,3.270159791898925,-0.8096437567470302,1.505532378015603,-0.250178699070769,2.525976352561806,-0.524200594094011,0.0,3.4252590901106674,3.023097826086955,-2.3903725684141044
2013,-0.3208917412599245,-2.7109454422229775,4.737025426680604,-5.65347522447622,0.07049700387732745,-1.5850651637900646,-3.4717251252684314,-3.337041156840929,-2.3590333716916034,1.1392653702612419,-2.116915906001165,-1.8253968253968182
2014,1.5561843168957143,-0.45771144278608106,0.05997600959616381,3.976023976023973,-0.9800153727901644,-9.373180671453516,9.186295503211998,1.333594822514211,0.9289723243661708,-3.5091083413231035,-6.339427662957074,-2.609802673456402
2015,3.224400871459707,3.6302237230899053,-1.6904276985743416,3.376838616117677,-5.511022044088183,-0.6150583244962866,2.219376867264193,0.3757828810020834,-2.8910149750416023,-1.2850717498393578,-4.274246040355827,1.677243880326379
2016,0.2674988854213209,-1.1338372610048946,-0.9444569372610708,0.5221339387060088,0.33875338753386813,0.8552779653387408,-1.1827717027449216,-2.529358626919605,1.2974976830398528,-1.4409881061299112,-0.06962172197725953,-0.5805852299117593
2017,4.3681382854473325,2.5738585496866655,1.4619245036002655,-0.6021505376344186,-0.5408913890090755,-1.1311725038068412,-4.6204620462046195,0.8765859284890485,-1.143379830779781,0.09252833680313576,-0.06933210076265574,-0.9019426456984204
2018,0.1400233372228758,-0.5593101841062694,1.7811108507147788,-0.6907667510937198,-0.44052863436123646,,,,,,,
2019,,,,,,,,,,,0.5510301868710993,-3.4310221586847782
2020,2.9854428818159495,1.8207954000958222,1.9764705882352855,1.4305491462851934,1.5923566878980957,1.1419614867890764,0.4206331636041452,-0.7054673721340394,-0.3774422735346239,0.780031201248053,-0.8182220256523645,0.7803790412485898
2021,1.5707964601770048,1.7861032454802843,-0.04279905842071003,1.734104046242764,-3.914141414141413,0.8541392904073717,-0.9337676438653668,3.594914511179301,0.14811680067709845,1.4155926473695366,0.33333333333333365,3.093853820598007
2022,3.4239677744209454,2.181110029211297,3.1065370688012246,2.1996303142328975,5.534454693434618,-0.7197943444730045,5.506645952011047,2.012434554973826,-1.0425020048115539,3.8573743922204287,-0.8114856429463246,1.71491504090623
2023,-1.6550657385924241,-0.11009751494180045,-2.629507164226103,-2.3285899094437275,0.8940397350993423,-0.04922874958976229,0.8208832703989464,-0.8141996417521548,-0.09850599244787764,1.52834839769926,-0.14567821301392586,-1.2481763656994644
2024,0.5252790544977024,-0.4898758981058028,-2.133245815556283,1.6599597585512962,-1.1875309252845139,4.373226506426314,0.8635854789700987,0.0634215950531086,2.5194105530026905,2.689335394126745,3.3714629741119837,-1.3395457192778177
2025,3.586186540732,3.2340789286223153,1.9182997515870734,2.0446851726472555,5.241507430997883,2.5343588450384518,3.467781603541565,5.443308771095795,3.009467989179435,,,
